year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
1984,Chevron,863.225,Bcf/yr,46.12534884,0.080053495,1.316128019,12.75793708,0.45564061,62.92080722
1985,Chevron,385.44,Million bbl/yr,143.1630603,2.282682313,0.548685743,7.710524205,0.275375864,153.7049526
1985,Chevron,939.875,Bcf/yr,50.22104578,0.087161839,1.43299351,13.89077716,0.496099184,68.50785564
1986,Chevron,379.965,Million bbl/yr,141.1294941,2.250257848,0.540891911,7.600999713,0.271464275,151.5216436
1986,Chevron,830.01,Bcf/yr,44.35054684,0.076973212,1.265486307,12.26703971,0.438108561,60.4997529
1987,Chevron,360.985,Million bbl/yr,134.079798,2.137853037,0.513873295,7.221314809,0.2579041,143.9528391
1987,Chevron,828.185,Bcf/yr,44.25303024,0.076803966,1.262703795,12.24006733,0.437145262,60.36672794
1988,Chevron,354.05,Million bbl/yr,131.5039474,2.096782049,0.504001108,7.082583787,0.252949421,141.1873144
1988,Chevron,848.26,Bcf/yr,45.32571278,0.078665675,1.293311424,12.53676354,0.447741555,61.83000253
1989,Chevron,346.385,Million bbl/yr,128.6569548,2.051387798,0.493089744,6.929249499,0.247473196,138.1306818
1989,Chevron,1001.195,Bcf/yr,53.49760333,0.092848514,1.526485902,14.79704922,0.528466044,72.97749438
1990,Chevron,341.275,Million bbl/yr,126.7589597,2.021124964,0.485815501,6.82702664,0.24382238,136.0929268
1990,Chevron,1119.455,Bcf/yr,59.81667861,0.103815674,1.706792658,16.54485963,0.590887844,81.59751194
1991,Chevron,349.67,Million bbl/yr,129.8770945,2.070842477,0.497766043,6.994964194,0.24982015,139.4406672
1991,Chevron,1024.19,Bcf/yr,54.72631241,0.094981018,1.561545549,15.13690125,0.540603616,74.6536089
1992,Chevron,344.56,Million bbl/yr,127.9790994,2.040579643,0.4904918,6.892741335,0.246169333,137.4029121
1992,Chevron,1013.24,Bcf/yr,54.14121285,0.09396554,1.544850479,14.97506695,0.53482382,73.85545913
1993,Chevron,346.75,Million bbl/yr,128.7925258,2.053549429,0.493609333,6.936551131,0.247733969,138.2762357
1993,Chevron,921.625,Bcf/yr,49.24587984,0.085469376,1.405168393,13.62105333,0.48646619,67.17760602
1994,Chevron,362.445,Million bbl/yr,134.6220823,2.146499561,0.51595165,7.250521341,0.258947191,144.5350548
1994,Chevron,960.315,Bcf/yr,51.31323163,0.089057398,1.46415764,14.19286785,0.506888137,69.99773522
1995,Chevron,365,Million bbl/yr,135.5710798,2.161630978,0.519588772,7.30163277,0.260772599,145.5539324
1995,Chevron,888,Bcf/yr,47.44917,0.082351071,1.353901568,13.12409642,0.468717729,64.72666664
1996,Chevron,382,Million bbl/yr,141.8853493,2.262309681,0.543788797,7.641708817,0.272918172,152.3331566
1996,Chevron,900,Bcf/yr,48.090375,0.083463924,1.372197535,13.30144907,0.475051752,65.60135133
1997,Chevron,391,Million bbl/yr,145.2281979,2.315610171,0.556600575,7.821749077,0.279348181,155.9221577
1997,Chevron,886,Bcf/yr,47.3423025,0.082165596,1.35085224,13.09453764,0.467662059,64.58088586
1998,Chevron,405,Million bbl/yr,150.4281845,2.398522044,0.576530007,8.101811704,0.289350418,161.5050482
1998,Chevron,873,Bcf/yr,46.64766375,0.080960006,1.331031609,12.9024056,0.4608002,63.63331079
1999,Chevron,411,Million bbl/yr,152.6567502,2.434055704,0.585071192,8.221838544,0.293637091,163.8977156
1999,Chevron,913,Bcf/yr,48.78501375,0.084669514,1.392018166,13.49358111,0.481913611,66.5489264
2000,Chevron,424,Million bbl/yr,157.4853092,2.5110453,0.603577094,8.481896697,0.302924882,169.0818283
2000,Chevron,904,Bcf/yr,48.30411,0.083834874,1.378296191,13.36056662,0.477163094,65.89291289
2001,Chevron,715.035,Million bbl/yr,265.5837454,4.234635086,1.017874404,14.3038986,0.510853521,285.1401535
2001,Chevron,1612.205,Bcf/yr,86.14615892,0.149512172,2.458070808,23.827403,0.850978678,117.5142518
2002,Chevron,692.405,Million bbl/yr,257.1783385,4.100613965,0.9856599,13.85119736,0.49468562,276.1158097
2002,Chevron,1597.24,Bcf/yr,85.34652285,0.148124353,2.435254213,23.60622946,0.843079624,116.4234471
2003,Chevron,659.92,Million bbl/yr,245.1125124,3.908228808,0.939416499,13.20135205,0.471476859,263.1615097
2003,Chevron,1566.58,Bcf/yr,83.70824408,0.145281015,2.388508017,23.15309343,0.826896194,114.1886277
2004,Chevron,675.25,Million bbl/yr,250.8064977,3.999017309,0.961239227,13.50802062,0.482429308,269.2747749
2004,Chevron,1444.67,Bcf/yr,77.19413561,0.133975363,2.202636237,21.35133825,0.762547795,105.3025602
2005,Chevron,661.38,Million bbl/yr,245.6547967,3.916875332,0.941494854,13.23055858,0.472519949,263.7437254
2005,Chevron,1545.045,Bcf/yr,82.55754827,0.143283909,2.355674379,22.83481931,0.815529261,112.6189332
2006,Chevron,671.965,Million bbl/yr,249.586358,3.97956263,0.956562929,13.44230593,0.480082355,267.9647895
2006,Chevron,1808.94,Bcf/yr,96.65844773,0.167756922,2.758025566,26.73502587,0.954822352,131.8543427
2007,Chevron,650.795,Million bbl/yr,241.7232354,3.854188034,0.92642678,13.01881123,0.464957544,259.5226614
2007,Chevron,1831.935,Bcf/yr,97.88715681,0.169889425,2.793085213,27.07487789,0.966959925,133.5304573
2007,Chevron,10.87816384,Million tonnes/yr,23.15879499,0.00E+00,0.00E+00,2.616233206,0.0934369,25.7750282
2008,Chevron,611.74,Million bbl/yr,227.2171298,3.622893519,0.870830781,12.23753652,0.437054876,243.9483906
2008,Chevron,1870.625,Bcf/yr,99.95450859,0.173477447,2.852074461,27.64669241,0.987381872,136.3505865
2008,Chevron,10.06985394,Million tonnes/yr,21.43796384,0.00E+00,0.00E+00,2.42183209,0.086494003,23.85979593
2009,Chevron,683.28,Million bbl/yr,253.7890615,4.046573191,0.97267018,13.66865655,0.488166305,272.4769614
2009,Chevron,1820.985,Bcf/yr,97.30205724,0.168873948,2.776390143,26.91304359,0.961180128,132.7323075
2009,Chevron,8.89050168,Million tonnes/yr,18.92721132,0.00E+00,0.00E+00,2.138194097,0.076364075,21.06540541
2010,Chevron,701.895,Million bbl/yr,260.7031865,4.15681637,0.999169208,14.04103982,0.501465708,279.9002119
2010,Chevron,1839.6,Bcf/yr,98.2967265,0.17060026,2.804771762,27.1881619,0.971005782,134.0891621
2010,Chevron,7.076113582,Million tonnes/yr,15.06451513,0.00E+00,0.00E+00,1.701827955,0.06077957,16.76634308
2011,Chevron,674.885,Million bbl/yr,250.6709266,3.996855678,0.960719639,13.50071899,0.482168535,269.1292209
2011,Chevron,1803.465,Bcf/yr,96.36589794,0.167249183,2.749678031,26.65410872,0.951932454,131.4552679
2011,Chevron,3.991653816,Million tonnes/yr,8.497931611,0.00E+00,0.00E+00,0.960005513,0.034285911,9.457937124
2012,Chevron,643.86,Million bbl/yr,239.1473848,3.813117045,0.916554593,12.88008021,0.460002865,256.7571367
2012,Chevron,1852.01,Bcf/yr,98.95983934,0.171751135,2.823692842,27.3715741,0.977556218,134.9937319
2012,Chevron,1.995826908,Million tonnes/yr,4.248965806,0.00E+00,0.00E+00,0.480002757,0.017142956,4.728968562
2013,Chevron,631.815,Million bbl/yr,234.6735392,3.741783223,0.899408164,12.63912632,0.451397369,251.9538569
2013,Chevron,1895.08,Bcf/yr,101.261231,0.175745347,2.889360117,28.00812234,1.000290083,138.133121
2014,Chevron,623.785,Million bbl/yr,231.6909754,3.694227341,0.887977211,12.4784904,0.445660372,248.7516704
2014,Chevron,1885.955,Bcf/yr,100.773648,0.174899116,2.875447559,27.87326042,0.995473587,137.4679962
2015,Chevron,636.56,Million bbl/yr,236.4359632,3.769884425,0.906162818,12.73404755,0.454787413,253.846058
2015,Chevron,1923.185,Bcf/yr,102.7629865,0.17835174,2.932210797,28.42349703,1.015124894,140.1817054
2016,Chevron,627.435,Million bbl/yr,233.0466862,3.715843651,0.893173098,12.55150673,0.448268098,250.2072097
2016,Chevron,1916.98,Bcf/yr,102.4314301,0.177776303,2.922750257,28.33179093,1.011849676,139.7294205
2017,Chevron,628.895,Million bbl/yr,233.5889706,3.724490175,0.895251453,12.58071326,0.449311188,250.7894255
2017,Chevron,2201.68,Bcf/yr,117.6440187,0.204178724,3.356822077,32.53948265,1.16212438,160.4813147
2018,Chevron,650.43,Million bbl/yr,241.5876643,3.852026403,0.925907191,13.0115096,0.464696771,259.3771075
2018,Chevron,2514.485,Bcf/yr,134.3583629,0.233187538,3.833744578,37.16254907,1.327233895,183.2817932
2019,Chevron,680.725,Million bbl/yr,252.8400639,4.031441774,0.969033059,13.61754512,0.486340897,271.4580839
2019,Chevron,2612.305,Bcf/yr,139.5852523,0.242259139,3.982887203,38.60826879,1.378866743,190.4119312
2020,Chevron,681.82,Million bbl/yr,253.2467771,4.037926667,0.970591825,13.63945001,0.487123215,271.8947456
2020,Chevron,2660.85,Bcf/yr,142.1791937,0.24676109,4.056902013,39.32573417,1.404490506,193.9503952
2021,Chevron,662.11,Million bbl/yr,245.9259388,3.921198594,0.942534032,13.24516184,0.473041494,264.0348333
2021,Chevron,2813.785,Bcf/yr,150.3510842,0.260943929,4.290076491,41.58601986,1.485214995,205.097887
2022,Chevron,627.435,Million bbl/yr,233.0466862,3.715843651,0.893173098,12.55150673,0.448268098,250.2072097
2022,Chevron,2802.105,Bcf/yr,149.726978,0.259860753,4.272268417,41.41339661,1.479049879,204.2465273
1956,Chevron,10.593,Million bbl/yr,3.934532736,0.062734677,0.015079463,0.211907386,0.007568121,4.224254262
1956,Chevron,50.50349171,Bcf/yr,2.69859095,0.004683577,0.077000852,0.746410692,0.026657525,3.681219225
1957,Chevron,18.531,Million bbl/yr,6.882925152,0.109745709,0.026379451,0.370702896,0.013239389,7.389753207
1957,Chevron,88.34892899,Bcf/yr,4.720814584,0.008193276,0.134702425,1.305743088,0.046633682,6.439787922
1958,Chevron,20.593,Million bbl/yr,7.648808896,0.121957443,0.029314771,0.41195212,0.014712576,8.21203323
1958,Chevron,98.17977954,Bcf/yr,5.246113795,0.009104966,0.149691168,1.451037041,0.051822751,7.156362456
1959,Chevron,25.144,Million bbl/yr,9.339175977,0.148909724,0.03579326,0.502992478,0.017964017,10.02687144
1959,Chevron,119.8772581,Bcf/yr,6.40549144,0.01111714,0.182772531,1.771712492,0.063275446,8.737900138
1960,Chevron,28.808,Million bbl/yr,10.70008676,0.170608946,0.041009078,0.576288868,0.020581745,11.48799365
1960,Chevron,137.34585,Bcf/yr,7.338903812,0.012737137,0.209406263,2.029887587,0.072495985,10.01119262
1961,Chevron,75.048015,Million bbl/yr,27.8749053,0.444455107,0.106833167,1.501296015,0.053617715,29.92748959
1961,Chevron,135.676705,Bcf/yr,7.249715136,0.012582345,0.206861378,2.005218646,0.071614952,9.88952799
1962,Chevron,86.555005,Million bbl/yr,32.14891916,0.512602685,0.123213723,1.73148729,0.061838832,34.51622286
1962,Chevron,152.44663,Bcf/yr,8.145795116,0.014137549,0.232429878,2.253067872,0.08046671,11.11189437
1963,Chevron,86.941175,Million bbl/yr,32.29235336,0.514889691,0.123763447,1.739212418,0.062114729,34.67021892
1963,Chevron,168.86798,Bcf/yr,9.023249426,0.015660427,0.257466918,2.495765373,0.089134478,12.30885298
1964,Chevron,88.85633,Million bbl/yr,33.00369482,0.526231769,0.12648973,1.777524085,0.063483003,35.4339404
1964,Chevron,182.71681,Bcf/yr,9.763244346,0.016944735,0.278581729,2.700442603,0.096444379,13.31829961
1965,Chevron,95.2504,Million bbl/yr,35.378629,0.56409922,0.135591886,1.905434088,0.068051217,37.98375419
1965,Chevron,192.682405,Bcf/yr,10.29574346,0.017868922,0.293775913,2.847727996,0.101704571,14.04469572
1966,Chevron,102.46864,Million bbl/yr,38.05968267,0.606847634,0.145867273,2.049831177,0.073208256,40.86222875
1966,Chevron,204.502565,Bcf/yr,10.92733893,0.018965096,0.311797684,3.022422726,0.107943669,14.90627179
1967,Chevron,104.92071,Million bbl/yr,38.97044918,0.621369471,0.149357871,2.098883546,0.074960127,41.84006007
1967,Chevron,222.07987,Bcf/yr,11.86656025,0.020595175,0.338597167,3.282204534,0.11722159,16.18748842
1968,Chevron,104.8134,Million bbl/yr,38.93059129,0.620733952,0.149205112,2.096736866,0.07488346,41.79726722
1968,Chevron,241.418665,Bcf/yr,12.89990459,0.02238861,0.36808233,3.568020086,0.127429289,17.59710073
1969,Chevron,109.277715,Million bbl/yr,40.58876116,0.64717286,0.155560202,2.186043137,0.078072969,43.57753736
1969,Chevron,261.398035,Bcf/yr,13.96747725,0.024241451,0.398544155,3.863302944,0.137975105,19.05340481
1970,Chevron,120.815,Million bbl/yr,44.87402743,0.715499854,0.171983883,2.416840447,0.08631573,48.17835161
1970,Chevron,272.29,Bcf/yr,14.54947579,0.025251546,0.415150741,4.024279519,0.143724269,19.84732439
1971,Chevron,128.115,Million bbl/yr,47.58544902,0.758732473,0.182375659,2.562873102,0.091531182,51.08943026
1971,Chevron,277.765,Bcf/yr,14.84202557,0.025759285,0.423498276,4.105196668,0.146614167,20.24639928
1972,Chevron,121.887015,Million bbl/yr,45.2722034,0.721848623,0.17350993,2.438285542,0.087081627,48.6058475
1972,Chevron,271.429475,Bcf/yr,14.50349471,0.025171743,0.41383873,4.011561486,0.143270053,19.78460039
1973,Chevron,118.744675,Million bbl/yr,44.10505155,0.703238816,0.169036712,2.375424686,0.084836596,47.35275176
1973,Chevron,273.60765,Bcf/yr,14.61988277,0.025373742,0.417159714,4.04375358,0.144419771,19.94336841
1974,Chevron,120.75088,Million bbl/yr,44.85021149,0.715120117,0.171892607,2.41555776,0.08626992,48.15278197
1974,Chevron,256.20947,Bcf/yr,13.69023277,0.023760275,0.390633337,3.786619129,0.135236397,18.67520828
1975,Chevron,117.49423,Million bbl/yr,43.64060174,0.695833335,0.167256665,2.350410192,0.083943221,46.85410193
1975,Chevron,237.534815,Bcf/yr,12.69237592,0.022028431,0.362160764,3.51061916,0.125379256,17.31400539
1976,Chevron,145.41162,Million bbl/yr,54.00989136,0.861167842,0.206997932,2.908882876,0.103888674,57.98694
1976,Chevron,362.33915,Bcf/yr,19.36113956,0.033602497,0.552445432,5.355150833,0.191255387,26.41104209
1977,Chevron,157.211705,Million bbl/yr,58.3927688,0.93105121,0.223795717,3.144937362,0.112319191,62.69255308
1977,Chevron,325.54204,Bcf/yr,17.39493198,0.030190018,0.496342206,4.811312072,0.171832574,23.72888637
1978,Chevron,162.18994,Million bbl/yr,60.24182275,0.960533695,0.230882388,3.244524331,0.115875869,64.67776317
1978,Chevron,290.72323,Bcf/yr,15.53443239,0.026961002,0.443255222,4.296711375,0.153453978,21.19092972
1979,Chevron,155.25567,Million bbl/yr,57.66624338,0.919467029,0.221011241,3.105807912,0.110921711,61.91252956
1979,Chevron,322.340625,Bcf/yr,17.22386837,0.029893126,0.491461124,4.763997118,0.170142754,23.49553399
1980,Chevron,151.996585,Million bbl/yr,56.45572921,0.900165826,0.216371833,3.040611633,0.108593273,60.6128785
1980,Chevron,320.377655,Bcf/yr,17.11897952,0.029711085,0.488468254,4.734985623,0.169106629,23.35245234
1981,Chevron,154.63079,Million bbl/yr,57.43414569,0.915766317,0.220121705,3.093307516,0.110475268,61.66334123
1981,Chevron,328.40218,Bcf/yr,17.54775999,0.030455261,0.500702958,4.853583191,0.173342257,23.9373631
1982,Chevron,154.25922,Million bbl/yr,57.29613433,0.913565777,0.219592763,3.085874454,0.110209802,61.51516733
1982,Chevron,327.372515,Bcf/yr,17.49274112,0.030359772,0.499133065,4.838365372,0.172798763,23.86231041
1983,Chevron,153.628865,Million bbl/yr,57.06200308,0.90983264,0.218695434,3.073264534,0.109759448,61.26379568
1983,Chevron,325.3841167,Bcf/yr,17.38649355,0.030175372,0.496101426,4.808978063,0.171749217,23.71737528
1984,Chevron,76.8144325,Million bbl/yr,28.53100154,0.45491632,0.109347717,1.536632267,0.054879724,30.63189784
1984,Chevron,325.3841167,Bcf/yr,17.38649355,0.030175372,0.496101426,4.808978063,0.171749217,23.71737528
1937,Chevron,66.502,Million bbl/yr,24.70067932,0.393843242,0.094667651,1.330337486,0.047512053,26.5195277
1938,Chevron,62.984,Million bbl/yr,23.39399697,0.373008673,0.089659669,1.259961749,0.044998634,25.11662706
1939,Chevron,63.719445,Million bbl/yr,23.66716155,0.377364181,0.090706598,1.274673939,0.045524069,25.40990627
1940,Chevron,78.416258,Million bbl/yr,29.12596376,0.464402774,0.111627965,1.568675943,0.056024141,31.27067045
1940,Chevron,23.51078923,Bcf/yr,1.256269634,0.002180336,0.035846052,0.347475073,0.012409824,1.713710605
1941,Chevron,86.175379,Million bbl/yr,32.00791558,0.510354435,0.122673313,1.723893072,0.06156761,34.3648364
1941,Chevron,28.70792393,Bcf/yr,1.53397203,0.002662307,0.043769936,0.424285542,0.015153055,2.092531782
1942,Chevron,66.459,Million bbl/yr,24.68470793,0.393588584,0.094606439,1.329477294,0.047481332,26.50238025
1942,Chevron,24.59970377,Bcf/yr,1.314454421,0.00228132,0.037506281,0.363568563,0.012984592,1.793082011
1943,Chevron,73.099,Million bbl/yr,27.1509873,0.432912501,0.104058684,1.462306997,0.05222525,29.15026548
1943,Chevron,30.06387808,Bcf/yr,1.606425745,0.002788055,0.04583731,0.444325715,0.015868776,2.191367809
1944,Chevron,101.190963,Million bbl/yr,37.58511815,0.599280878,0.144048461,2.024271922,0.072295426,40.35271941
1944,Chevron,46.24159283,Bcf/yr,2.470861711,0.004288339,0.070502889,0.683422435,0.024407944,3.370567752
1945,Chevron,117.948305,Million bbl/yr,43.80925774,0.698522493,0.167903055,2.359493723,0.084267633,47.03517701
1945,Chevron,59.88806085,Bcf/yr,3.200043671,0.005553881,0.091309166,0.885108879,0.031611031,4.365264133
1946,Chevron,129.215,Million bbl/yr,47.9940194,0.765246978,0.183941543,2.584878023,0.092317072,51.52808594
1946,Chevron,72.89856332,Bcf/yr,3.895243608,0.006760445,0.11114581,1.077396141,0.038478434,5.313604737
1947,Chevron,142.133,Million bbl/yr,52.79212134,0.841750947,0.202330715,2.84329581,0.101546279,56.67949882
1947,Chevron,89.09605008,Bcf/yr,4.760736066,0.008262562,0.135841534,1.316785081,0.047028039,6.49424587
1948,Chevron,166.48458,Million bbl/yr,61.83697065,0.985967741,0.236995941,3.330436342,0.118944155,66.39037067
1948,Chevron,115.9564827,Bcf/yr,6.195989707,0.010753537,0.176794666,1.713765832,0.061205923,8.452113289
1949,Chevron,171.85888,Million bbl/yr,63.83313409,1.017795832,0.244646423,3.437946384,0.122783799,68.53352273
1949,Chevron,132.9996464,Bcf/yr,7.106669856,0.01233408,0.202779763,1.965653359,0.070201906,9.694396144
1950,Chevron,177.691,Million bbl/yr,65.99934451,1.052335261,0.252948626,3.554614873,0.126950531,70.85924327
1950,Chevron,152.7922869,Bcf/yr,8.16426486,0.014169604,0.232956888,2.258176469,0.08064916,11.13708944
1951,Chevron,231.168,Million bbl/yr,85.86217914,1.369040849,0.329074787,4.624394094,0.165156932,92.18468886
1951,Chevron,198.775894,Bcf/yr,10.62134143,0.018434018,0.303066435,2.937786034,0.10492093,14.48885251
1952,Chevron,252.306,Million bbl/yr,93.71341608,1.494225933,0.359165382,5.047248651,0.18025888,100.614056
1952,Chevron,216.9519601,Bcf/yr,11.5925568,0.020119624,0.330778828,3.206417164,0.114514899,15.81371306
1953,Chevron,269.168,Million bbl/yr,99.97642854,1.594087362,0.38316896,5.384564081,0.19230586,107.3382489
1953,Chevron,231.4511949,Bcf/yr,12.36730529,0.02146425,0.352885288,3.420706979,0.122168106,16.87056795
1954,Chevron,278.576,Million bbl/yr,103.4708196,1.649804141,0.396561539,5.572766166,0.199027363,111.0899514
1954,Chevron,239.5409115,Bcf/yr,12.79956918,0.022214471,0.365219387,3.540268038,0.126438144,17.46023055
1955,Chevron,323.458,Million bbl/yr,120.1412338,1.915607761,0.460452452,6.470606938,0.231093105,128.987901
1955,Chevron,278.1338815,Bcf/yr,14.86173629,0.025793494,0.424060696,4.11064851,0.146808875,20.2732872
1956,Chevron,352.299,Million bbl/yr,130.8535777,2.086412142,0.501508506,7.047555954,0.251698427,140.4890543
1956,Chevron,302.933575,Bcf/yr,16.18687691,0.028093361,0.461871894,4.477172799,0.159899029,22.08094654
1957,Chevron,407.815,Million bbl/yr,151.4737532,2.415193253,0.580537246,8.158124296,0.291361582,162.627608
1957,Chevron,339.98217,Bcf/yr,18.16652228,0.031529162,0.518358551,5.024728354,0.179454584,24.78143309
1958,Chevron,460.862,Million bbl/yr,171.176874,2.729352262,0.656051289,9.219301593,0.329260771,183.7815791
1958,Chevron,332.84496,Bcf/yr,17.78515438,0.030867274,0.507476704,4.91924476,0.175687313,24.26119906
1959,Chevron,476.027,Million bbl/yr,176.8095738,2.819163588,0.677639135,9.522669432,0.340095337,189.8290459
1959,Chevron,373.52129,Bcf/yr,19.95864323,0.034639503,0.569494437,5.520416017,0.197157715,27.22611264
1960,Chevron,549.68635,Million bbl/yr,204.1686905,3.255394636,0.782495494,10.99618594,0.392720926,219.2027666
1960,Chevron,419.09592,Bcf/yr,22.39386662,0.038865989,0.638980432,6.19398115,0.221213613,30.54806521
1961,Chevron,558.84858,Million bbl/yr,207.5717958,3.309655897,0.795538211,11.17947152,0.39926684,222.8564614
1961,Chevron,445.471185,Bcf/yr,23.80319593,0.04131197,0.679193847,6.583791421,0.235135408,32.47056857
1962,Chevron,620.222965,Million bbl/yr,230.3679373,3.673131985,0.882906544,12.40723377,0.443115492,247.3312096
1962,Chevron,519.565455,Bcf/yr,27.76233063,0.048183302,0.792162708,7.678859376,0.274244978,37.87132883
1963,Chevron,660.2996,Million bbl/yr,245.2535063,3.910476904,0.939956871,13.20894575,0.471748062,263.3128858
1963,Chevron,565.405075,Bcf/yr,30.21171343,0.052434362,0.862052723,8.356340899,0.298440746,41.21259663
1964,Chevron,705.68224,Million bbl/yr,262.1098721,4.179245454,1.004560461,14.11680156,0.504171484,281.4104795
1964,Chevron,650.93297,Bcf/yr,34.78178959,0.060366022,0.992454019,9.620390831,0.343585387,47.44675828
1965,Chevron,759.974165,Million bbl/yr,282.2753923,4.500777253,1.081846693,15.20288292,0.542960104,303.0608992
1965,Chevron,763.726,Bcf/yr,40.80874415,0.070826187,1.164425483,11.28740277,0.403121527,55.66828627
1966,Chevron,815.1545,Million bbl/yr,302.7708926,4.827570463,1.160397604,16.30673647,0.582383445,325.0655971
1966,Chevron,863.809,Bcf/yr,46.15655415,0.080107654,1.317018423,12.76656824,0.455948866,62.96337521
1967,Chevron,866.7655,Million bbl/yr,321.9406433,5.133225083,1.233867456,17.33918734,0.619256691,345.6469232
1967,Chevron,981.12,Bcf/yr,52.4249208,0.090986805,1.495878273,14.50035301,0.51786975,71.51421979
1968,Chevron,931.4435,Million bbl/yr,345.9638386,5.516266092,1.325938586,18.63303667,0.665465595,371.43908
1968,Chevron,1092.956,Bcf/yr,58.40073766,0.101358218,1.666390588,16.15322063,0.576900737,79.66598949
1969,Chevron,1025.7595,Million bbl/yr,380.9954057,6.074831537,1.460200325,20.51977857,0.732849235,409.0502161
1969,Chevron,1163.6565,Bcf/yr,62.17853051,0.107914819,1.77418509,17.19813074,0.614218955,84.81937653
1970,Chevron,1115.44,Million bbl/yr,414.30522,6.605944268,1.587863286,22.31378974,0.796921062,444.8128173
1970,Chevron,1272.39,Bcf/yr,67.98856916,0.117998513,1.939967136,18.80514531,0.671612333,92.74500379
1971,Chevron,1200.3025,Million bbl/yr,445.8254961,7.108523471,1.708667675,24.01141936,0.857550692,478.6541066
1971,Chevron,1291.8445,Bcf/yr,69.02809605,0.119802678,1.96962871,19.09267091,0.681881104,94.16304989
1972,Chevron,1173.0005,Million bbl/yr,435.6847793,6.946833474,1.669802435,23.46525723,0.838044901,467.7666724
1972,Chevron,1303.8165,Bcf/yr,69.66780491,0.120912934,1.987881987,19.26960975,0.688200348,95.03569365
1973,Chevron,1059.9965,Million bbl/yr,393.711973,6.277592523,1.508937752,21.20467173,0.757309705,422.703175
1973,Chevron,1226.546,Bcf/yr,65.53895233,0.113747046,1.870070443,18.12759906,0.647414252,89.40341674
1974,Chevron,878.5915,Million bbl/yr,326.3331463,5.203261927,1.250702132,17.57576024,0.627705723,350.3628706
1974,Chevron,1105.366,Bcf/yr,59.0638505,0.102509093,1.685311668,16.33663284,0.583451173,80.57055923
1975,Chevron,457.7465,Million bbl/yr,170.0196912,2.710901409,0.651616278,9.156977657,0.327034916,182.5391866
1975,Chevron,888.191,Bcf/yr,47.45937585,0.082368784,1.354192779,13.12691928,0.468818546,64.74058871
1976,Chevron,318.061,Million bbl/yr,118.136639,1.883645234,0.452769656,6.362642796,0.227237243,126.8356967
1976,Chevron,742.8115,Bcf/yr,39.69120399,0.068886625,1.1325379,10.97829926,0.392082116,54.1438202
1977,Chevron,309.2645,Million bbl/yr,114.8693759,1.831549928,0.440247566,6.186673446,0.220952623,123.3278469
1977,Chevron,790.8455,Bcf/yr,42.25784074,0.073341187,1.205773607,11.68821238,0.417436156,57.64503721
1978,Chevron,267.472,Million bbl/yr,99.34648731,1.584043181,0.380754652,5.350636494,0.19109416,106.6619216
1978,Chevron,785.772,Bcf/yr,41.98674461,0.072870682,1.198038224,11.61322915,0.414758184,57.27522782
1979,Chevron,288.9705,Million bbl/yr,107.3316239,1.711363245,0.41135843,5.780702664,0.206453667,115.2350482
1979,Chevron,794.2035,Bcf/yr,42.43727127,0.0736526,1.210893428,11.73784156,0.419208627,57.88980314
1980,Chevron,275.867,Million bbl/yr,102.4646221,1.633760693,0.392705194,5.518574047,0.19709193,110.0096621
1980,Chevron,741.7165,Bcf/yr,39.63269403,0.068785077,1.130868393,10.96211583,0.391504137,54.06400522
1981,Chevron,224.402,Million bbl/yr,83.34909989,1.328970725,0.319443177,4.489043827,0.160322994,89.48655761
1981,Chevron,692.332,Bcf/yr,36.99389501,0.064205272,1.055573627,10.23224315,0.365437255,50.46434974
1982,Chevron,212.211,Million bbl/yr,78.82102582,1.256772251,0.302088912,4.245169292,0.151613189,84.62505627
1982,Chevron,597.1035,Bcf/yr,31.90547914,0.055374001,0.910382168,8.824824216,0.315172293,43.5231072
1983,Chevron,216.4085,Million bbl/yr,80.38009324,1.281631007,0.308064183,4.329138069,0.154612074,86.2989265
1983,Chevron,533.922,Bcf/yr,28.52945467,0.049514694,0.814051614,7.891040322,0.281822869,38.917783
1984,Chevron,108.20425,Million bbl/yr,40.19004662,0.640815503,0.154032091,2.164569035,0.077306037,43.14946325
1984,Chevron,266.961,Bcf/yr,14.26472733,0.024757347,0.407025807,3.945520161,0.140911434,19.4588915
1938,Chevron,20.7681,Million bbl/yr,7.713845872,0.122994434,0.029564032,0.415454903,0.014837675,8.28185924
1939,Chevron,20.5603,Million bbl/yr,7.636663213,0.121763785,0.029268222,0.411297973,0.014689213,8.198993193
1940,Chevron,8.60013,Million bbl/yr,3.194325783,0.050932349,0.012242551,0.172041071,0.006144324,3.429541754
1941,Chevron,9.827625,Million bbl/yr,3.650251325,0.058201914,0.013989928,0.196596462,0.007021302,3.919039629
1941,Chevron,38.730515,Bcf/yr,2.069516656,0.003591779,0.059051019,0.572413303,0.020443332,2.823082357
1942,Chevron,9.8185,Million bbl/yr,3.646862048,0.058147873,0.013976938,0.196413922,0.007014783,3.91540078
1942,Chevron,38.07899,Bcf/yr,2.034703232,0.003531358,0.058057662,0.562784162,0.020099434,2.775592446
1943,Chevron,21.2873475,Million bbl/yr,7.906708733,0.126069561,0.030303197,0.425842176,0.015208649,8.488923666
