year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
2022,Alpha Metallurgical Resources,13.5516647,Million tonnes/yr,36.12193021,0.00E+00,0.00E+00,4.080669712,0.145738204,40.20259992
2003,Alpha Metallurgical Resources,12.57514704,Million tonnes/yr,30.66634173,0.00E+00,0.00E+00,3.464355618,0.123726986,34.13069734
2003,Alpha Metallurgical Resources,3.300748817,Million tonnes/yr,8.798138162,0.00E+00,0.00E+00,0.993919641,0.03549713,9.792057803
2004,Alpha Metallurgical Resources,14.01230671,Million tonnes/yr,34.17106651,0.00E+00,0.00E+00,3.860281976,0.137867213,38.03134848
2004,Alpha Metallurgical Resources,3.677977253,Million tonnes/yr,9.803639665,0.00E+00,0.00E+00,1.107510458,0.039553945,10.91115012
2005,Alpha Metallurgical Resources,14.80274452,Million tonnes/yr,36.09866512,0.00E+00,0.00E+00,4.078041471,0.145644338,40.1767066
2005,Alpha Metallurgical Resources,3.885452893,Million tonnes/yr,10.35666549,0.00E+00,0.00E+00,1.169985406,0.041785193,11.5266509
2006,Alpha Metallurgical Resources,17.82077981,Million tonnes/yr,43.45858714,0.00E+00,0.00E+00,4.90948682,0.175338815,48.36807396
2006,Alpha Metallurgical Resources,4.677632608,Million tonnes/yr,12.46821865,0.00E+00,0.00E+00,1.40852612,0.050304504,13.87674477
2007,Alpha Metallurgical Resources,17.38963191,Million tonnes/yr,42.40716971,0.00E+00,0.00E+00,4.790708913,0.171096747,47.19787862
2007,Alpha Metallurgical Resources,4.564464078,Million tonnes/yr,12.1665682,0.00E+00,0.00E+00,1.374448875,0.04908746,13.54101708
2008,Alpha Metallurgical Resources,16.88662603,Million tonnes/yr,41.18051604,0.00E+00,0.00E+00,4.652134689,0.166147667,45.83265073
2008,Alpha Metallurgical Resources,4.432434125,Million tonnes/yr,11.81464267,0.00E+00,0.00E+00,1.33469209,0.047667575,13.14933476
2009,Alpha Metallurgical Resources,61.07928562,Million tonnes/yr,148.9508027,0.00E+00,0.00E+00,16.82687015,0.600959648,165.7776728
2009,Alpha Metallurgical Resources,16.03220854,Million tonnes/yr,42.73381393,0.00E+00,0.00E+00,4.827609687,0.172414632,47.56142362
2010,Alpha Metallurgical Resources,59.0672621,Million tonnes/yr,144.044188,0.00E+00,0.00E+00,16.27257325,0.58116333,160.3167612
2010,Alpha Metallurgical Resources,15.50408873,Million tonnes/yr,41.32611182,0.00E+00,0.00E+00,4.668582544,0.166735091,45.99469436
2011,Alpha Metallurgical Resources,79.01660167,Million tonnes/yr,192.6935805,0.00E+00,0.00E+00,21.7684618,0.777445064,214.4620423
2011,Alpha Metallurgical Resources,17.41812574,Million tonnes/yr,46.42797295,0.00E+00,0.00E+00,5.244936301,0.187319154,51.67290925
2012,Alpha Metallurgical Resources,80.28667334,Million tonnes/yr,195.7908367,0.00E+00,0.00E+00,22.1183567,0.789941311,217.9091934
2012,Alpha Metallurgical Resources,18.41603919,Million tonnes/yr,49.0879089,0.00E+00,0.00E+00,5.545427443,0.19805098,54.63333634
2013,Alpha Metallurgical Resources,60.57969701,Million tonnes/yr,147.7324825,0.00E+00,0.00E+00,16.68923735,0.596044191,164.4217199
2013,Alpha Metallurgical Resources,18.26635218,Million tonnes/yr,48.68891851,0.00E+00,0.00E+00,5.500353772,0.196441206,54.18927228
2014,Alpha Metallurgical Resources,57.59632919,Million tonnes/yr,140.4571022,0.00E+00,0.00E+00,15.86734262,0.566690808,156.3244448
2014,Alpha Metallurgical Resources,15.11799542,Million tonnes/yr,40.29698103,0.00E+00,0.00E+00,4.552322343,0.162582941,44.84930337
2015,Alpha Metallurgical Resources,50.58658294,Million tonnes/yr,123.3628071,0.00E+00,0.00E+00,13.93621182,0.497721851,137.299019
2015,Alpha Metallurgical Resources,13.27806372,Million tonnes/yr,35.39264744,0.00E+00,0.00E+00,3.998283137,0.142795826,39.39093058
2016,Alpha Metallurgical Resources,8.907515584,Million tonnes/yr,21.72228412,0.00E+00,0.00E+00,2.453951557,0.087641127,24.17623567
2016,Alpha Metallurgical Resources,2.338061848,Million tonnes/yr,6.232098323,0.00E+00,0.00E+00,0.704035879,0.025144139,6.936134201
2017,Alpha Metallurgical Resources,6.261453326,Million tonnes/yr,15.26947294,0.00E+00,0.00E+00,1.724981898,0.061606496,16.99445483
2017,Alpha Metallurgical Resources,3.408328042,Million tonnes/yr,9.084890332,0.00E+00,0.00E+00,1.026313838,0.036654066,10.11120417
2018,Alpha Metallurgical Resources,0.539780459,Million tonnes/yr,1.149152116,0.00E+00,0.00E+00,0.129818927,0.00463639,1.278971043
2018,Alpha Metallurgical Resources,5.690828269,Million tonnes/yr,13.87791998,0.00E+00,0.00E+00,1.567779114,0.055992111,15.4456991
2018,Alpha Metallurgical Resources,4.310078927,Million tonnes/yr,11.48850518,0.00E+00,0.00E+00,1.297848561,0.046351734,12.78635374
2019,Alpha Metallurgical Resources,3.718588407,Million tonnes/yr,7.916595835,0.00E+00,0.00E+00,0.894332409,0.031940443,8.810928244
2019,Alpha Metallurgical Resources,5.936677857,Million tonnes/yr,14.47746029,0.00E+00,0.00E+00,1.635508771,0.058411028,16.11296906
2019,Alpha Metallurgical Resources,9.731470564,Million tonnes/yr,25.93921176,0.00E+00,0.00E+00,2.930334984,0.104654821,28.86954675
2020,Alpha Metallurgical Resources,2.203574345,Million tonnes/yr,5.373739461,0.00E+00,0.00E+00,0.607067666,0.021680988,5.980807127
2020,Alpha Metallurgical Resources,10.83280414,Million tonnes/yr,28.8748138,0.00E+00,0.00E+00,3.261967936,0.116498855,32.13678174
2004,Alpha Metallurgical Resources,44.12080162,Million tonnes/yr,107.5950504,0.00E+00,0.00E+00,12.15493914,0.434104969,119.7499895
2004,Alpha Metallurgical Resources,11.58091299,Million tonnes/yr,30.86889618,0.00E+00,0.00E+00,3.487238057,0.124544216,34.35613424
2005,Alpha Metallurgical Resources,47.64184279,Million tonnes/yr,116.1816261,0.00E+00,0.00E+00,13.12495872,0.468748526,129.3065848
2005,Alpha Metallurgical Resources,12.50512266,Million tonnes/yr,33.33237485,0.00E+00,0.00E+00,3.765535554,0.134483413,37.0979104
2006,Alpha Metallurgical Resources,51.4503159,Million tonnes/yr,125.4691467,0.00E+00,0.00E+00,14.17416356,0.506220127,139.6433103
2006,Alpha Metallurgical Resources,13.50477801,Million tonnes/yr,35.99695384,0.00E+00,0.00E+00,4.066551217,0.145233972,40.06350506
2007,Alpha Metallurgical Resources,51.59403186,Million tonnes/yr,125.8196192,0.00E+00,0.00E+00,14.2137562,0.50763415,140.0333754
2007,Alpha Metallurgical Resources,13.54250086,Million tonnes/yr,36.09750399,0.00E+00,0.00E+00,4.077910299,0.145639654,40.17541429
2008,Alpha Metallurgical Resources,49.86944026,Million tonnes/yr,121.6139495,0.00E+00,0.00E+00,13.73864457,0.490665877,135.352594
2008,Alpha Metallurgical Resources,13.08982674,Million tonnes/yr,34.8909022,0.00E+00,0.00E+00,3.941601321,0.140771476,38.83250352
1981,Alpha Metallurgical Resources,9.268656529,Million tonnes/yr,22.60297932,0.00E+00,0.00E+00,2.55344309,0.091194396,25.15642241
1981,Alpha Metallurgical Resources,3.440288677,Million tonnes/yr,9.170081329,0.00E+00,0.00E+00,1.035937806,0.036997779,10.20601914
1982,Alpha Metallurgical Resources,12.26243259,Million tonnes/yr,29.90374164,0.00E+00,0.00E+00,3.378205209,0.120650186,33.28194685
1982,Alpha Metallurgical Resources,4.55150192,Million tonnes/yr,12.1320176,0.00E+00,0.00E+00,1.370545718,0.048948061,13.50256332
1983,Alpha Metallurgical Resources,12.05336122,Million tonnes/yr,29.39389042,0.00E+00,0.00E+00,3.320607666,0.118593131,32.71449808
1983,Alpha Metallurgical Resources,4.473899966,Million tonnes/yr,11.92516977,0.00E+00,0.00E+00,1.347178261,0.048113509,13.27234803
1984,Alpha Metallurgical Resources,15.57515514,Million tonnes/yr,37.9823018,0.00E+00,0.00E+00,4.290834616,0.153244093,42.27313641
1984,Alpha Metallurgical Resources,5.781099961,Million tonnes/yr,15.40950827,0.00E+00,0.00E+00,1.740801594,0.062171485,17.15030986
1985,Alpha Metallurgical Resources,16.14811655,Million tonnes/yr,39.37955228,0.00E+00,0.00E+00,4.448681047,0.158881466,43.82823333
1985,Alpha Metallurgical Resources,5.993768606,Million tonnes/yr,15.97637604,0.00E+00,0.00E+00,1.804840257,0.064458581,17.7812163
1986,Alpha Metallurgical Resources,15.36873025,Million tonnes/yr,37.4789044,0.00E+00,0.00E+00,4.233966157,0.151213077,41.71287055
1986,Alpha Metallurgical Resources,5.704480311,Million tonnes/yr,15.20527877,0.00E+00,0.00E+00,1.717729927,0.061347497,16.9230087
1987,Alpha Metallurgical Resources,11.7371077,Million tonnes/yr,28.62265978,0.00E+00,0.00E+00,3.233482269,0.11548151,31.85614205
1987,Alpha Metallurgical Resources,4.356514732,Million tonnes/yr,11.61227971,0.00E+00,0.00E+00,1.311831284,0.046851117,12.92411099
1988,Alpha Metallurgical Resources,11.24751019,Million tonnes/yr,27.42870441,0.00E+00,0.00E+00,3.098601948,0.110664355,30.52730636
1988,Alpha Metallurgical Resources,4.174788638,Million tonnes/yr,11.12788924,0.00E+00,0.00E+00,1.257110025,0.044896787,12.38499926
1989,Alpha Metallurgical Resources,11.18134837,Million tonnes/yr,27.26735911,0.00E+00,0.00E+00,3.08037488,0.110013389,30.34773399
1989,Alpha Metallurgical Resources,4.150231059,Million tonnes/yr,11.06243107,0.00E+00,0.00E+00,1.24971526,0.044632688,12.31214633
1990,Alpha Metallurgical Resources,12.37226121,Million tonnes/yr,30.17157485,0.00E+00,0.00E+00,3.408462144,0.121730791,33.580037
1990,Alpha Metallurgical Resources,4.592267503,Million tonnes/yr,12.24067816,0.00E+00,0.00E+00,1.382821027,0.049386465,13.62349919
1991,Alpha Metallurgical Resources,11.18134837,Million tonnes/yr,27.26735911,0.00E+00,0.00E+00,3.08037488,0.110013389,30.34773399
1991,Alpha Metallurgical Resources,4.150231059,Million tonnes/yr,11.06243107,0.00E+00,0.00E+00,1.24971526,0.044632688,12.31214633
1992,Alpha Metallurgical Resources,11.90912844,Million tonnes/yr,29.04215762,0.00E+00,0.00E+00,3.280872653,0.117174023,32.32303028
1992,Alpha Metallurgical Resources,4.420364441,Million tonnes/yr,11.78247096,0.00E+00,0.00E+00,1.331057673,0.047537774,13.11352863
1993,Alpha Metallurgical Resources,14.55560143,Million tonnes/yr,35.49597042,0.00E+00,0.00E+00,4.009955464,0.143212695,39.50592588
1993,Alpha Metallurgical Resources,5.40266765,Million tonnes/yr,14.40079784,0.00E+00,0.00E+00,1.626848267,0.058101724,16.0276461
1994,Alpha Metallurgical Resources,16.77202256,Million tonnes/yr,40.90103865,0.00E+00,0.00E+00,4.620562319,0.165020083,45.52160097
1994,Alpha Metallurgical Resources,6.225346588,Million tonnes/yr,16.5936466,0.00E+00,0.00E+00,1.87457289,0.066949032,18.46821949
1995,Alpha Metallurgical Resources,18.98844369,Million tonnes/yr,46.30610688,0.00E+00,0.00E+00,5.231169175,0.186827471,51.53727605
1995,Alpha Metallurgical Resources,7.048025525,Million tonnes/yr,18.78649536,0.00E+00,0.00E+00,2.122297512,0.07579634,20.90879287
1996,Alpha Metallurgical Resources,21.10562207,Million tonnes/yr,51.4691571,0.00E+00,0.00E+00,5.814435422,0.207658408,57.28359253
1996,Alpha Metallurgical Resources,7.833868093,Million tonnes/yr,20.88115687,0.00E+00,0.00E+00,2.358929988,0.0842475,23.24008685
1997,Alpha Metallurgical Resources,22.85758719,Million tonnes/yr,55.74158118,0.00E+00,0.00E+00,6.297088243,0.224896009,62.03866943
1997,Alpha Metallurgical Resources,8.484152817,Million tonnes/yr,22.61448926,0.00E+00,0.00E+00,2.554743361,0.091240834,25.16923262
1998,Alpha Metallurgical Resources,17.87172277,Million tonnes/yr,43.58281901,0.00E+00,0.00E+00,4.92352121,0.175840043,48.50634022
1998,Alpha Metallurgical Resources,16.51093169,Million tonnes/yr,44.00984936,0.00E+00,0.00E+00,4.971762535,0.177562948,48.9816119
1999,Alpha Metallurgical Resources,21.68193777,Million tonnes/yr,52.87458753,0.00E+00,0.00E+00,5.973205935,0.213328783,58.84779347
1999,Alpha Metallurgical Resources,13.51719133,Million tonnes/yr,36.03004151,0.00E+00,0.00E+00,4.070289109,0.145367468,40.10033062
2000,Alpha Metallurgical Resources,24.49423932,Million tonnes/yr,59.73279763,0.00E+00,0.00E+00,6.747973232,0.240999044,66.48077086
2000,Alpha Metallurgical Resources,12.70071669,Million tonnes/yr,33.85373028,0.00E+00,0.00E+00,3.82443272,0.136586883,37.678163
2001,Alpha Metallurgical Resources,29.03020957,Million tonnes/yr,70.79442682,0.00E+00,0.00E+00,7.997597904,0.285628497,78.79202473
2001,Alpha Metallurgical Resources,11.79352264,Million tonnes/yr,31.43560669,0.00E+00,0.00E+00,3.551258954,0.126830677,34.98686564
2002,Alpha Metallurgical Resources,30.02812302,Million tonnes/yr,73.22798525,0.00E+00,0.00E+00,8.272515332,0.295446976,81.50050058
2002,Alpha Metallurgical Resources,9.888415134,Million tonnes/yr,26.35754714,0.00E+00,0.00E+00,2.977594046,0.106342644,29.33514119
2003,Alpha Metallurgical Resources,28.48589314,Million tonnes/yr,69.46703132,0.00E+00,0.00E+00,7.847642943,0.280272962,77.31467426
2003,Alpha Metallurgical Resources,8.70906287,Million tonnes/yr,23.21398648,0.00E+00,0.00E+00,2.622468151,0.093659577,25.83645463
2004,Alpha Metallurgical Resources,27.21582147,Million tonnes/yr,66.36977515,0.00E+00,0.00E+00,7.497748035,0.267776716,73.86752318
2004,Alpha Metallurgical Resources,9.43481811,Million tonnes/yr,25.14848535,0.00E+00,0.00E+00,2.841007163,0.101464542,27.98949251
2005,Alpha Metallurgical Resources,29.84668421,Million tonnes/yr,72.78552008,0.00E+00,0.00E+00,8.222530345,0.293661798,81.00805042
2005,Alpha Metallurgical Resources,8.527624061,Million tonnes/yr,22.73036176,0.00E+00,0.00E+00,2.567833397,0.091708336,25.29819515
2006,Alpha Metallurgical Resources,28.39517373,Million tonnes/yr,69.24579874,0.00E+00,0.00E+00,7.82265045,0.279380373,77.06844919
2006,Alpha Metallurgical Resources,7.076113582,Million tonnes/yr,18.86136401,0.00E+00,0.00E+00,2.130755372,0.076098406,20.99211938
2007,Alpha Metallurgical Resources,28.48589314,Million tonnes/yr,69.46703132,0.00E+00,0.00E+00,7.847642943,0.280272962,77.31467426
2007,Alpha Metallurgical Resources,7.711149417,Million tonnes/yr,20.55405053,0.00E+00,0.00E+00,2.321977008,0.08292775,22.87602753
2008,Alpha Metallurgical Resources,28.21373492,Million tonnes/yr,68.80333357,0.00E+00,0.00E+00,7.772665463,0.277595195,76.57599903
2008,Alpha Metallurgical Resources,8.981221085,Million tonnes/yr,23.93942355,0.00E+00,0.00E+00,2.70442028,0.096586439,26.64384383
2009,Alpha Metallurgical Resources,26.58078564,Million tonnes/yr,64.82114706,0.00E+00,0.00E+00,7.322800581,0.261528592,72.14394764
2009,Alpha Metallurgical Resources,6.713235963,Million tonnes/yr,17.89411457,0.00E+00,0.00E+00,2.021485866,0.072195924,19.91560044
2010,Alpha Metallurgical Resources,26.49006623,Million tonnes/yr,64.59991448,0.00E+00,0.00E+00,7.297808088,0.260636003,71.89772256
2010,Alpha Metallurgical Resources,7.166832987,Million tonnes/yr,19.10317637,0.00E+00,0.00E+00,2.158072749,0.077074027,21.26124912
2011,Alpha Metallurgical Resources,11.0375276,Million tonnes/yr,26.91663104,0.00E+00,0.00E+00,3.040753371,0.108598335,29.95738441
2011,Alpha Metallurgical Resources,2.986180412,Million tonnes/yr,7.959656822,0.00E+00,0.00E+00,0.899196979,0.032114178,8.858853801
1999,Alpha Metallurgical Resources,42.53992599,Million tonnes/yr,103.7398532,0.00E+00,0.00E+00,11.71942015,0.41855072,115.4592733
1999,Alpha Metallurgical Resources,11.16596171,Million tonnes/yr,29.76284452,0.00E+00,0.00E+00,3.362288158,0.12008172,33.12513268
2000,Alpha Metallurgical Resources,45.55796128,Million tonnes/yr,111.0997752,0.00E+00,0.00E+00,12.5508655,0.448245196,123.6506407
2000,Alpha Metallurgical Resources,11.95814143,Million tonnes/yr,31.87439768,0.00E+00,0.00E+00,3.600828871,0.128601031,35.47522655
2001,Alpha Metallurgical Resources,47.06697893,Million tonnes/yr,114.7797362,0.00E+00,0.00E+00,12.96658817,0.463092435,127.7463244
2001,Alpha Metallurgical Resources,12.35423128,Million tonnes/yr,32.93017425,0.00E+00,0.00E+00,3.720099228,0.132860687,36.65027348
2002,Alpha Metallurgical Resources,51.019168,Million tonnes/yr,124.4177293,0.00E+00,0.00E+00,14.05538565,0.501978059,138.4731149
2002,Alpha Metallurgical Resources,13.39160948,Million tonnes/yr,35.69530339,0.00E+00,0.00E+00,4.032473973,0.144016928,39.72777737
2003,Alpha Metallurgical Resources,51.8814638,Million tonnes/yr,126.5205642,0.00E+00,0.00E+00,14.29294147,0.510462195,140.8135056
2003,Alpha Metallurgical Resources,13.61794654,Million tonnes/yr,36.29860429,0.00E+00,0.00E+00,4.100628462,0.146451016,40.39923275
2020,American Consolidated Natural Resources,44.4525084,Million tonnes/yr,108.4039661,0.00E+00,0.00E+00,12.24632179,0.437368635,120.6502879
2021,American Consolidated Natural Resources,44.4525084,Million tonnes/yr,108.4039661,0.00E+00,0.00E+00,12.24632179,0.437368635,120.6502879
2022,American Consolidated Natural Resources,49.8956727,Million tonnes/yr,121.6779211,0.00E+00,0.00E+00,13.7458714,0.490923978,135.4237925
1988,American Consolidated Natural Resources,0.907194049,Million tonnes/yr,2.212325838,0.00E+00,0.00E+00,0.249924935,0.008925891,2.462250773
1989,American Consolidated Natural Resources,2.04874656,Million tonnes/yr,4.996169184,0.00E+00,0.00E+00,0.56441381,0.020157636,5.560582994
1990,American Consolidated Natural Resources,3.190299073,Million tonnes/yr,7.780012532,0.00E+00,0.00E+00,0.878902686,0.031389382,8.658915218
1991,American Consolidated Natural Resources,4.331851584,Million tonnes/yr,10.56385588,0.00E+00,0.00E+00,1.193391562,0.042621127,11.75724744
1992,American Consolidated Natural Resources,5.473404095,Million tonnes/yr,13.34769922,0.00E+00,0.00E+00,1.507880438,0.053852873,14.85557966
1993,American Consolidated Natural Resources,6.614956608,Million tonnes/yr,16.13154257,0.00E+00,0.00E+00,1.822369314,0.065084618,17.95391189
1994,American Consolidated Natural Resources,7.756509119,Million tonnes/yr,18.91538592,0.00E+00,0.00E+00,2.13685819,0.076316364,21.05224411
1995,American Consolidated Natural Resources,8.89806163,Million tonnes/yr,21.69922926,0.00E+00,0.00E+00,2.451347066,0.087548109,24.15057633
1996,American Consolidated Natural Resources,10.03961415,Million tonnes/yr,24.48307262,0.00E+00,0.00E+00,2.765835943,0.098779855,27.24890856
1997,American Consolidated Natural Resources,11.18116665,Million tonnes/yr,27.26691596,0.00E+00,0.00E+00,3.080324818,0.110011601,30.34724077
1998,American Consolidated Natural Resources,12.32271916,Million tonnes/yr,30.0507593,0.00E+00,0.00E+00,3.394813693,0.121243346,33.44557299
1999,American Consolidated Natural Resources,13.46427168,Million tonnes/yr,32.83460266,0.00E+00,0.00E+00,3.70930257,0.132475092,36.54390523
2000,American Consolidated Natural Resources,14.60582419,Million tonnes/yr,35.618446,0.00E+00,0.00E+00,4.023791446,0.143706837,39.64223744
2001,American Consolidated Natural Resources,14.24294657,Million tonnes/yr,34.73351566,0.00E+00,0.00E+00,3.923821472,0.140136481,38.65733713
2002,American Consolidated Natural Resources,17.96244217,Million tonnes/yr,43.8040516,0.00E+00,0.00E+00,4.948513703,0.176732632,48.7525653
2003,American Consolidated Natural Resources,17.59956455,Million tonnes/yr,42.91912126,0.00E+00,0.00E+00,4.848543729,0.173162276,47.76766499
2004,American Consolidated Natural Resources,19.59539146,Million tonnes/yr,47.78623811,0.00E+00,0.00E+00,5.398378585,0.192799235,53.18461669
2005,American Consolidated Natural Resources,18.03320331,Million tonnes/yr,43.97661301,0.00E+00,0.00E+00,4.968007848,0.177428852,48.94462086
2006,American Consolidated Natural Resources,18.53034564,Million tonnes/yr,45.18896757,0.00E+00,0.00E+00,5.104966712,0.18232024,50.29393428
2007,American Consolidated Natural Resources,25.17554205,Million tonnes/yr,61.39425434,0.00E+00,0.00E+00,6.935666857,0.247702388,68.3299212
